Contig	Domain	Phylum	Class	Order	Family	Genus	Species
NODE_15599_length_2221_cov_10.698061	Archaea	Euryarchaeota	Halobacteria				
NODE_1559_length_11254_cov_11.843379	Archaea	Euryarchaeota	Halobacteria				
NODE_1559_length_8728_cov_16.181022	Archaea	Euryarchaeota	Halobacteria				
NODE_155_length_25757_cov_10.705821	Archaea	Euryarchaeota	Halobacteria				
NODE_155_length_41824_cov_84.144222	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
NODE_1561_length_12511_cov_75.308927	Archaea	Euryarchaeota	Halobacteria				
NODE_15626_length_2400_cov_10.200426	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae		
NODE_15648_length_2903_cov_25.587430	Archaea	Euryarchaeota	Halobacteria				
NODE_15668_length_2397_cov_13.803587	Archaea	Euryarchaeota	Halobacteria				
NODE_15669_length_3061_cov_7.799401	Archaea	Euryarchaeota	Halobacteria				
NODE_15678_length_2900_cov_9.807733	Archaea	Euryarchaeota	Halobacteria				
NODE_15694_length_2770_cov_9.627256	Archaea	Euryarchaeota	Halobacteria				
NODE_1569_length_10397_cov_8.786212	Archaea	Euryarchaeota	Halobacteria	Halobacteriales			
NODE_1570_length_10146_cov_8.121792	Archaea	Euryarchaeota	Halobacteria				
NODE_1570_length_11199_cov_10.895370	Archaea	Euryarchaeota	Halobacteria				
NODE_15710_length_3083_cov_48.038309	Archaea	Euryarchaeota	Halobacteria				
NODE_15711_length_2137_cov_9.845821	Archaea	Euryarchaeota	Halobacteria				
NODE_15725_length_2726_cov_10.229128	Archaea	Euryarchaeota	Halobacteria				
NODE_15728_length_3080_cov_47.500826	Archaea	Euryarchaeota	Halobacteria				
NODE_15737_length_2349_cov_7.177855	Archaea	Euryarchaeota	Halobacteria				
NODE_1573_length_11180_cov_99.349393	Archaea	Euryarchaeota	Halobacteria				
NODE_1573_length_9568_cov_9.143698	Archaea	Euryarchaeota	Halobacteria				
NODE_15743_length_2724_cov_9.212439	Archaea	Euryarchaeota	Halobacteria				
NODE_15744_length_2391_cov_14.611301	Archaea	Euryarchaeota	Halobacteria				
NODE_15750_length_3050_cov_7.005342	Archaea	Euryarchaeota	Halobacteria				
NODE_15757_length_3049_cov_10.136941	Archaea	Euryarchaeota	Halobacteria				
NODE_15763_length_2389_cov_17.069837	Archaea	Euryarchaeota	Halobacteria				
NODE_15771_length_2762_cov_12.903583	Archaea	Euryarchaeota	Halobacteria				
NODE_15775_length_2345_cov_11.923144	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae		
NODE_15779_length_2761_cov_10.535846	Archaea	Euryarchaeota	Halobacteria				
NODE_15784_length_2761_cov_4.385070	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
NODE_15788_length_2131_cov_11.404143	Archaea	Euryarchaeota	Halobacteria				
NODE_15798_length_3044_cov_9.769488	Archaea	Euryarchaeota	Halobacteria				
NODE_1579_length_8678_cov_11.532761	Archaea	Euryarchaeota	Halobacteria				
NODE_1579_length_9540_cov_10.790828	Archaea	Euryarchaeota	Halobacteria				
NODE_157_length_31855_cov_9.807421	Archaea	Euryarchaeota	Halobacteria				
NODE_15809_length_2758_cov_8.870144	Archaea	Euryarchaeota	Halobacteria				
NODE_15819_length_2887_cov_6.766949	Archaea	Euryarchaeota	Halobacteria				
NODE_1581_length_11148_cov_7.094294	Archaea	Euryarchaeota	Halobacteria				
NODE_15821_length_2384_cov_27.178188	Archaea	Euryarchaeota	Halobacteria				
NODE_15832_length_3067_cov_48.561753	Archaea	Euryarchaeota	Halobacteria				
NODE_15843_length_2382_cov_12.360120	Archaea	Euryarchaeota	Halobacteria				
NODE_1585_length_12406_cov_10.736782	Archaea	Euryarchaeota	Halobacteria				
NODE_15861_length_2752_cov_13.364850	Archaea	Euryarchaeota	Halobacteria				
NODE_15867_length_3061_cov_45.393214	Archaea	Euryarchaeota	Halobacteria				
NODE_1587_length_10359_cov_16.698855	Archaea	Euryarchaeota	Halobacteria				
NODE_15883_length_2879_cov_9.070467	Archaea	Euryarchaeota	Halobacteria				
NODE_15886_length_3058_cov_44.182151	Archaea	Euryarchaeota	Halobacteria				
NODE_15889_length_3029_cov_78.488568	Archaea	Euryarchaeota	Halobacteria				
NODE_1588_length_10358_cov_8.780161	Archaea	Euryarchaeota	Halobacteria				
NODE_15894_length_3057_cov_33.517655	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula sp. CBA1115
NODE_15895_length_2770_cov_8.285083	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
NODE_1589_length_11699_cov_10.427946	Archaea	Euryarchaeota	Halobacteria				
NODE_158_length_25348_cov_17.788123	Archaea	Euryarchaeota	Halobacteria				
NODE_1591_length_11122_cov_16.691244	Archaea	Euryarchaeota	Halobacteria				
NODE_15925_length_2705_cov_11.183774	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae		
NODE_1592_length_11118_cov_7.979752	Archaea	Euryarchaeota	Halobacteria				
NODE_15941_length_3050_cov_39.157596	Archaea	Euryarchaeota	Halobacteria				
NODE_1594_length_9489_cov_9.902056	Archaea	Euryarchaeota	Halobacteria				
NODE_15955_length_2371_cov_15.147237	Archaea	Euryarchaeota	Halobacteria				
NODE_1595_length_11117_cov_7.392063	Archaea	Euryarchaeota	Halobacteria				
NODE_15967_length_2370_cov_9.378402	Archaea	Euryarchaeota	Halobacteria				
NODE_1596_length_12350_cov_68.420008	Archaea	Euryarchaeota	Halobacteria				
NODE_15992_length_2368_cov_14.183744	Archaea	Euryarchaeota	Halobacteria				
NODE_15_length_66037_cov_9.932906	Archaea	Euryarchaeota	Halobacteria				
NODE_15_length_70964_cov_11.180217	Archaea	Euryarchaeota	Halobacteria				
NODE_16004_length_3041_cov_40.585733	Archaea	Euryarchaeota	Halobacteria				
NODE_16008_length_3014_cov_14.178777	Archaea	Euryarchaeota	Halobacteria				
NODE_1600_length_8625_cov_17.958693	Archaea	Euryarchaeota	Halobacteria				
NODE_16026_length_3011_cov_11.819012	Archaea	Euryarchaeota	Halobacteria	Haloferacales			
NODE_16027_length_3011_cov_10.063261	Archaea	Euryarchaeota	Halobacteria				
NODE_1602_length_11077_cov_10.610143	Archaea	Euryarchaeota	Halobacteria				
NODE_1602_length_7909_cov_11.604278	Archaea	Euryarchaeota	Halobacteria				
NODE_16039_length_2364_cov_17.135990	Archaea	Euryarchaeota	Halobacteria				
NODE_16050_length_2755_cov_12.541481	Archaea	Euryarchaeota	Halobacteria	Haloferacales	halophilic archaeon DL31		
NODE_1605_length_7903_cov_12.322757	Archaea	Euryarchaeota	Halobacteria				
NODE_16064_length_2859_cov_7.115193	Archaea	Euryarchaeota	Halobacteria				
NODE_1606_length_9442_cov_4.451049	Archaea	Euryarchaeota	Halobacteria				
NODE_16070_length_2753_cov_15.451075	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
NODE_16077_length_2360_cov_10.740998	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium sp. DL1
NODE_1608_length_11036_cov_97.349057	Archaea	Euryarchaeota	Halobacteria				
NODE_1609_length_10306_cov_9.614574	Archaea	Euryarchaeota	Halobacteria				
NODE_16107_length_2727_cov_10.303144	Archaea	Euryarchaeota	Halobacteria				
NODE_1611_length_11032_cov_7.285142	Archaea	Euryarchaeota	Halobacteria				
NODE_16128_length_2725_cov_10.919101	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
NODE_1612_length_11031_cov_7.972121	Archaea	Euryarchaeota	Halobacteria				
NODE_1612_length_9399_cov_10.225920	Archaea	Euryarchaeota	Halobacteria				
NODE_16134_length_2998_cov_11.380224	Archaea	Euryarchaeota	Halobacteria				
NODE_16137_length_2724_cov_8.651555	Archaea	Euryarchaeota	Halobacteria				
NODE_16138_length_2355_cov_16.623478	Archaea	Euryarchaeota	Halobacteria				
NODE_16138_length_3023_cov_34.749326	Archaea	Euryarchaeota	Halobacteria	Halobacteriales			
NODE_1613_length_10298_cov_17.407888	Archaea	Euryarchaeota	Halobacteria				
NODE_1613_length_11593_cov_8.260877	Archaea	Euryarchaeota	Halobacteria				
NODE_1614_length_8579_cov_15.854528	Archaea	Euryarchaeota	Halobacteria				
NODE_16150_length_2354_cov_9.043497	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
NODE_1615_length_12251_cov_94.236471	Archaea	Euryarchaeota	Halobacteria				
NODE_16161_length_2722_cov_9.930634	Archaea	Euryarchaeota	Halobacteria				
NODE_16167_length_3020_cov_50.698145	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae		
NODE_1617_length_7868_cov_12.688084	Archaea	Euryarchaeota	Halobacteria				
NODE_16180_length_2351_cov_19.831010	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
NODE_16200_length_2707_cov_4.682504	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
NODE_16210_length_2348_cov_19.235063	Archaea	Euryarchaeota	Halobacteria				
NODE_16230_length_2983_cov_8.788593	Archaea	Euryarchaeota	Halobacteria				
NODE_1623_length_10988_cov_12.622976	Archaea	Euryarchaeota	Halobacteria				
NODE_1623_length_12494_cov_29.991318	Archaea	Euryarchaeota	Halobacteria				
NODE_16240_length_2345_cov_28.365939	Archaea	Euryarchaeota	Halobacteria				
NODE_16253_length_3009_cov_41.845295	Archaea	Euryarchaeota	Halobacteria				
NODE_16254_length_2980_cov_10.300855	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
NODE_1625_length_12486_cov_46.854316	Archaea	Euryarchaeota	Halobacteria				
NODE_1625_length_8552_cov_15.484171	Archaea	Euryarchaeota	Halobacteria				
NODE_1626_length_9365_cov_10.048013	Archaea	Euryarchaeota	Halobacteria				
NODE_16278_length_2342_cov_9.279405	Archaea	Euryarchaeota	Halobacteria				
NODE_16278_length_2977_cov_75.830938	Archaea	Euryarchaeota	Halobacteria				
NODE_1627_length_9357_cov_8.397119	Archaea	Euryarchaeota	Halobacteria				
NODE_16282_length_2711_cov_9.835467	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
NODE_1628_length_10981_cov_9.253707	Archaea	Euryarchaeota	Halobacteria				
NODE_1628_length_8548_cov_15.663723	Archaea	Euryarchaeota	Halobacteria				
NODE_16291_length_2341_cov_19.551619	Archaea	Euryarchaeota	Halobacteria				
NODE_1629_length_8546_cov_16.006949	Archaea	Euryarchaeota	Halobacteria				
NODE_1631_length_10971_cov_98.930652	Archaea	Euryarchaeota	Halobacteria				
NODE_1631_length_9348_cov_9.668998	Archaea	Euryarchaeota	Halobacteria				
NODE_1631_length_9904_cov_7.122043	Archaea	Euryarchaeota	Halobacteria				
NODE_16320_length_2706_cov_10.810260	Archaea	Euryarchaeota	Halobacteria				
NODE_1632_length_8538_cov_18.188259	Archaea	Euryarchaeota	Halobacteria				
NODE_16346_length_2968_cov_12.854446	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
NODE_1635_length_10226_cov_9.443123	Archaea	Euryarchaeota	Halobacteria				
NODE_1635_length_12159_cov_70.305849	Archaea	Euryarchaeota	Halobacteria				
NODE_1636_length_8530_cov_14.662655	Archaea	Euryarchaeota	Halobacteria				
NODE_16374_length_2964_cov_10.488828	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae		
NODE_1637_length_11490_cov_9.085527	Archaea	Euryarchaeota	Halobacteria				
NODE_16398_length_2961_cov_9.480730	Archaea	Euryarchaeota	Halobacteria				
NODE_163_length_31293_cov_10.956271	Archaea	Euryarchaeota	Halobacteria				
NODE_16400_length_2820_cov_9.057866	Archaea	Euryarchaeota	Halobacteria				
NODE_16421_length_2289_cov_5.144584	Archaea	Euryarchaeota	Halobacteria				
NODE_1642_length_8509_cov_19.246274	Archaea	Euryarchaeota	Halobacteria				
NODE_16433_length_2719_cov_15.790541	Archaea	Euryarchaeota	Halobacteria				
NODE_16439_length_2985_cov_50.926280	Archaea	Euryarchaeota	Halobacteria				
NODE_1643_length_10920_cov_16.138610	Archaea	Euryarchaeota	Halobacteria				
NODE_16446_length_2328_cov_10.417070	Archaea	Euryarchaeota	Halobacteria				
NODE_16447_length_2984_cov_46.421304	Archaea	Euryarchaeota	Halobacteria				
NODE_1644_length_11449_cov_9.379235	Archaea	Euryarchaeota	Halobacteria				
NODE_16450_length_2953_cov_70.535887	Archaea	Euryarchaeota	Halobacteria				
NODE_16461_length_2982_cov_44.140758	Archaea	Euryarchaeota	Halobacteria				
NODE_16466_length_2692_cov_15.697383	Archaea	Euryarchaeota	Halobacteria	Halobacteriales			
NODE_1646_length_7772_cov_11.263963	Archaea	Euryarchaeota	Halobacteria				
NODE_16472_length_2642_cov_15.103208	Archaea	Euryarchaeota	Halobacteria				
NODE_1648_length_11438_cov_8.547132	Archaea	Euryarchaeota	Halobacteria				
NODE_1648_length_8495_cov_10.813626	Archaea	Euryarchaeota	Halobacteria				
NODE_16497_length_2978_cov_49.191584	Archaea	Euryarchaeota	Halobacteria				
NODE_1649_length_8493_cov_18.504029	Archaea	Euryarchaeota	Halobacteria				
NODE_164_length_33270_cov_12.264489	Archaea	Euryarchaeota	Halobacteria				
NODE_16509_length_2688_cov_13.029624	Archaea	Euryarchaeota	Halobacteria				
NODE_16510_length_2638_cov_8.921409	Archaea	Euryarchaeota	Halobacteria				
NODE_16515_length_2943_cov_10.387812	Archaea	Euryarchaeota	Halobacteria				
NODE_16516_length_2976_cov_40.123930	Archaea	Euryarchaeota	Halobacteria				
NODE_16526_length_2636_cov_14.107323	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae		
NODE_16534_length_2686_cov_7.232991	Archaea	Euryarchaeota	Halobacteria				
NODE_1653_length_7762_cov_11.214740	Archaea	Euryarchaeota	Halobacteria				
NODE_16543_length_2635_cov_8.558140	Archaea	Euryarchaeota	Halobacteria				
NODE_1654_length_8482_cov_18.565207	Archaea	Euryarchaeota	Halobacteria	Haloferacales			
NODE_1654_length_9281_cov_11.855951	Archaea	Euryarchaeota	Halobacteria				
NODE_1655_length_8481_cov_15.712912	Archaea	Euryarchaeota	Halobacteria				
NODE_16579_length_2935_cov_10.358681	Archaea	Euryarchaeota	Halobacteria				
NODE_16596_length_2275_cov_20.105856	Archaea	Euryarchaeota	Halobacteria				
NODE_1659_length_10878_cov_7.453663	Archaea	Euryarchaeota	Halobacteria				
NODE_165_length_33221_cov_11.691552	Archaea	Euryarchaeota	Halobacteria				
NODE_16610_length_2931_cov_10.050417	Archaea	Euryarchaeota	Halobacteria				
NODE_16613_length_2313_cov_14.574402	Archaea	Euryarchaeota	Halobacteria				
NODE_1661_length_9836_cov_8.697270	Archaea	Euryarchaeota	Halobacteria				
NODE_16620_length_2628_cov_9.486203	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae		
NODE_16624_length_2929_cov_11.240084	Archaea	Euryarchaeota	Halobacteria				
NODE_1662_length_8471_cov_22.278874	Archaea	Euryarchaeota	Halobacteria				
NODE_1665_length_10869_cov_16.833364	Archaea	Euryarchaeota	Halobacteria				
NODE_16670_length_2658_cov_5.632731	Archaea	Euryarchaeota	Halobacteria				
NODE_16684_length_2921_cov_24.110258	Archaea	Euryarchaeota	Halobacteria	Halobacteriales			
NODE_16691_length_2307_cov_16.631439	Archaea	Euryarchaeota	Halobacteria				
NODE_166_length_33019_cov_9.635784	Archaea	Euryarchaeota	Halobacteria				
NODE_1671_length_10836_cov_7.601057	Archaea	Euryarchaeota	Halobacteria				
NODE_16724_length_2916_cov_9.858441	Archaea	Euryarchaeota	Halobacteria				
NODE_16725_length_2059_cov_10.140220	Archaea	Euryarchaeota	Halobacteria				
NODE_16753_length_2913_cov_10.921624	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
NODE_16755_length_2663_cov_8.548696	Archaea	Euryarchaeota	Halobacteria				
NODE_16759_length_2912_cov_9.536927	Archaea	Euryarchaeota	Halobacteria				
NODE_16777_length_2661_cov_8.172678	Archaea	Euryarchaeota	Halobacteria				
NODE_1678_length_11334_cov_12.381417	Archaea	Euryarchaeota	Halobacteria	Halobacteriales			
NODE_1684_length_10803_cov_7.142352	Archaea	Euryarchaeota	Halobacteria				
NODE_1685_length_10801_cov_16.637167	Archaea	Euryarchaeota	Halobacteria				
NODE_1686_length_7690_cov_11.962934	Archaea	Euryarchaeota	Halobacteria				
NODE_16886_length_2893_cov_11.090204	Archaea	Euryarchaeota	Halobacteria				
NODE_1688_length_9151_cov_9.878408	Archaea	Euryarchaeota	Halobacteria	Halobacteriales			
NODE_1689_length_8394_cov_17.845905	Archaea	Euryarchaeota	Halobacteria				
NODE_16908_length_2597_cov_7.882376	Archaea	Euryarchaeota	Halobacteria				
NODE_1690_length_10777_cov_7.867562	Archaea	Euryarchaeota	Halobacteria				
NODE_16915_length_2596_cov_8.443526	Archaea	Euryarchaeota	Halobacteria				
NODE_16921_length_2646_cov_14.556156	Archaea	Euryarchaeota	Halobacteria				
NODE_16929_length_2645_cov_9.204247	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae		
NODE_16935_length_2100_cov_8.742787	Archaea	Euryarchaeota	Halobacteria				
NODE_16949_length_2642_cov_10.495555	Archaea	Euryarchaeota	Halobacteria				
NODE_16957_length_2243_cov_7.827697	Archaea	Euryarchaeota	Halobacteria				
NODE_1696_length_8376_cov_17.871890	Archaea	Euryarchaeota	Halobacteria				
NODE_16976_length_2284_cov_18.483625	Archaea	Euryarchaeota	Halobacteria				
NODE_16982_length_2095_cov_9.561765	Archaea	Euryarchaeota	Halobacteria	Halobacteriales			
NODE_16986_length_2918_cov_45.329025	Archaea	Euryarchaeota	Halobacteria				
NODE_16992_length_2283_cov_13.214542	Archaea	Euryarchaeota	Halobacteria				
NODE_16996_length_2283_cov_8.673698	Archaea	Euryarchaeota	Halobacteria				
NODE_1699_length_10081_cov_15.481249	Archaea	Euryarchaeota	Halobacteria				
NODE_17005_length_2637_cov_8.491867	Archaea	Euryarchaeota	Halobacteria				
NODE_17009_length_2282_cov_14.776381	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
NODE_17015_length_2636_cov_10.101898	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae		
NODE_1702_length_8366_cov_18.353146	Archaea	Euryarchaeota	Halobacteria				
NODE_1702_length_9663_cov_8.006973	Archaea	Euryarchaeota	Halobacteria				
NODE_17039_length_2280_cov_19.568090	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae		
NODE_17044_length_2235_cov_8.986697	Archaea	Euryarchaeota	Halobacteria				
NODE_1705_length_8352_cov_14.747981	Archaea	Euryarchaeota	Halobacteria				
NODE_1706_length_10718_cov_87.360405	Archaea	Euryarchaeota	Halobacteria				
NODE_17072_length_2869_cov_9.469439	Archaea	Euryarchaeota	Halobacteria				
NODE_17085_length_2652_cov_10.013092	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
NODE_17098_length_2650_cov_14.375337	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
NODE_1709_length_7603_cov_10.882353	Archaea	Euryarchaeota	Halobacteria				
NODE_170_length_26265_cov_11.704349	Archaea	Euryarchaeota	Halobacteria				
NODE_17106_length_2230_cov_12.903908	Archaea	Euryarchaeota	Halobacteria				
NODE_1710_length_8334_cov_17.437976	Archaea	Euryarchaeota	Halobacteria				
NODE_17125_length_2740_cov_25.470764	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronorubrum	Natronorubrum bangense
NODE_17127_length_2740_cov_17.623091	Archaea	Euryarchaeota	Halobacteria				
NODE_1712_length_11866_cov_9.285581	Archaea	Euryarchaeota	Halobacteria				
NODE_1712_length_7601_cov_11.400345	Archaea	Euryarchaeota	Halobacteria				
NODE_17140_length_2272_cov_14.254849	Archaea	Euryarchaeota	Halobacteria				
NODE_1714_length_9676_cov_5.395281	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
NODE_17153_length_2271_cov_23.907942	Archaea	Euryarchaeota	Halobacteria				
NODE_17156_length_2858_cov_20.049946	Archaea	Euryarchaeota	Halobacteria	Haloferacales			
NODE_1715_length_7588_cov_6.236028	Archaea	Euryarchaeota	Halobacteria				
NODE_171_length_25389_cov_9.695311	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae		
NODE_17200_length_2640_cov_14.213926	Archaea	Euryarchaeota	Halobacteria				
NODE_17203_length_2853_cov_70.127949	Archaea	Euryarchaeota	Halobacteria				
NODE_1720_length_11155_cov_6.323604	Archaea	Euryarchaeota	Halobacteria				
NODE_17218_length_2267_cov_15.485986	Archaea	Euryarchaeota	Halobacteria				
NODE_17233_length_2266_cov_23.516508	Archaea	Euryarchaeota	Halobacteria				
NODE_17243_length_2265_cov_15.415385	Archaea	Euryarchaeota	Halobacteria				
NODE_17243_length_2614_cov_9.780383	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae		
NODE_17274_length_2634_cov_10.461419	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus	
NODE_17275_length_2726_cov_7.348933	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae		
NODE_17284_length_2555_cov_7.902800	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae		
NODE_17296_length_2724_cov_9.218434	Archaea	Euryarchaeota	Halobacteria				
NODE_17297_length_2609_cov_10.291308	Archaea	Euryarchaeota	Halobacteria				
NODE_17298_length_2213_cov_11.916589	Archaea	Euryarchaeota	Halobacteria				
NODE_1729_length_8293_cov_18.502549	Archaea	Euryarchaeota	Halobacteria				
NODE_172_length_25280_cov_10.062359	Archaea	Euryarchaeota	Halobacteria				
NODE_17309_length_2552_cov_9.017221	Archaea	Euryarchaeota	Halobacteria				
NODE_1730_length_10613_cov_17.246353	Archaea	Euryarchaeota	Halobacteria				
