KO_ID	Function Name	AL1	AL3	AL4	CH1	CH2	CH3	SG1	SG2	SG3	SG4	SG5	SGT1	SGT2	SGT3	YG1	YG2	YG3
K08322	L-gulonate 5-dehydrogenase [EC:1.1.1.380]	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K08323	mannonate dehydratase [EC:4.2.1.8]	2	3	2	4	4	2	4	1	2	3	3	2	2	5	3	2	1
K08333	phosphoinositide-3-kinase, regulatory subunit 4 [EC:2.7.11.1]	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1
K08355	arsenite oxidase small subunit [EC:1.20.9.1]	2	1	3	0	1	0	2	1	1	2	1	1	1	1	3	1	0
K08356	arsenite oxidase large subunit [EC:1.20.9.1]	4	2	6	2	2	0	3	2	3	4	3	4	2	5	6	3	1
K08363	mercuric ion transport protein	0	0	0	1	1	0	1	1	0	1	1	1	0	1	1	0	0
K08364	periplasmic mercuric ion binding protein	1	0	0	4	1	0	0	2	0	2	2	2	1	0	0	0	0
K08365	MerR family transcriptional regulator, mercuric resistance operon regulatory protein	2	4	5	10	4	1	3	5	2	7	6	5	2	5	5	5	4
K08369	MFS transporter, putative metabolite:H+ symporter	12	13	16	10	6	2	6	14	4	10	8	5	7	4	12	11	13
K08371	cytochrome b-561 domain containing protein 2	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1
K08372	putative serine protease PepD [EC:3.4.21.-]	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08384	stage V sporulation protein D (sporulation-specific penicillin-binding protein)	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	0
K08479	two-component system, OmpR family, clock-associated histidine kinase SasA [EC:2.7.13.3]	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K08480	circadian clock protein KaiA	1	2	1	1	2	2	1	2	2	0	1	2	1	2	2	2	2
K08481	circadian clock protein KaiB	0	1	1	3	1	0	0	1	0	2	2	0	2	2	2	0	0
K08482	circadian clock protein KaiC	13	19	24	28	25	14	21	19	13	23	18	22	26	22	23	22	16
K08483	phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]	22	25	22	24	22	13	25	23	18	25	30	24	26	30	26	18	15
K08484	phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]	0	1	1	4	1	0	1	1	0	1	2	1	2	3	2	1	0
K08486	syntaxin 1B/2/3	2	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
K08488	syntaxin 7	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1
K08489	syntaxin 16	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
K08490	syntaxin 5	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1
K08493	vesicle transport through interaction with t-SNAREs 1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1
K08494	novel plant SNARE	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
K08495	golgi SNAP receptor complex member 1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K08503	syntaxin of plants SYP5	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	1
K08506	syntaxin of plants SYP7	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1
K08511	vesicle-associated membrane protein 72	0	1	1	0	0	0	0	1	0	1	1	0	1	0	1	1	1
K08513	vesicle-associated membrane protein 4	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	1
K08516	synaptobrevin homolog YKT6	1	1	1	2	1	0	2	1	1	0	2	1	1	0	1	1	1
K08517	vesicle transport protein SEC22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08582	calpain-15 [EC:3.4.22.-]	0	1	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0
K08591	glycerol-3-phosphate acyltransferase PlsY [EC:2.3.1.15]	3	9	8	17	6	5	10	9	5	10	10	9	14	9	12	8	5
K08592	sentrin-specific protease 1 [EC:3.4.22.68]	1	2	1	2	0	0	0	2	0	1	1	1	1	2	2	1	2
K08597	sentrin-specific protease 8 [EC:3.4.22.68]	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K08602	oligoendopeptidase F [EC:3.4.24.-]	31	49	71	55	46	19	42	45	25	48	51	31	53	50	69	40	38
K08641	D-alanyl-D-alanine dipeptidase [EC:3.4.13.22]	1	1	3	2	2	1	2	1	1	3	2	2	3	0	2	1	3
K08651	thermitase [EC:3.4.21.66]	0	2	2	2	2	1	2	3	1	1	2	2	1	2	2	1	1
K08653	membrane-bound transcription factor site-1 protease [EC:3.4.21.112]	1	1	1	1	0	0	1	1	1	1	1	1	1	0	2	1	1
K08675	Lon-like ATP-dependent protease [EC:3.4.21.-]	1	1	2	1	1	0	2	1	1	1	1	1	1	2	2	1	1
K08676	tricorn protease [EC:3.4.21.-]	4	9	10	9	6	11	16	6	6	7	7	14	14	14	7	11	5
K08678	UDP-glucuronate decarboxylase [EC:4.1.1.35]	7	12	13	11	5	4	6	8	5	9	9	6	7	7	10	7	3
K08679	UDP-glucuronate 4-epimerase [EC:5.1.3.6]	4	7	11	15	8	8	9	9	5	16	12	11	10	8	11	11	7
K08680	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]	0	1	1	1	1	1	2	0	0	1	0	1	1	1	1	0	0
K08681	5'-phosphate synthase pdxT subunit [EC:4.3.3.6]	25	25	34	31	23	10	21	29	9	29	28	18	32	20	34	19	21
K08688	creatinase [EC:3.5.3.3]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K08692	malate-CoA ligase subunit alpha [EC:6.2.1.9]	0	1	2	2	1	0	0	1	0	2	1	2	1	1	1	1	0
K08696	carbon dioxide concentrating mechanism protein CcmK	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2
K08697	carbon dioxide concentrating mechanism protein CcmL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
K08698	carbon dioxide concentrating mechanism protein CcmM	0	0	1	1	1	1	0	1	1	1	1	0	1	2	1	0	0
K08699	carbon dioxide concentrating mechanism protein CcmN	0	1	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1
K08700	carbon dioxide concentrating mechanism protein CcmO	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1
K08710	N-isopropylammelide isopropylaminohydrolase [EC:3.5.99.4]	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08715	inward rectifier potassium channel	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
K08734	DNA mismatch repair protein MLH1	0	1	3	1	0	0	2	1	1	1	1	1	2	1	2	1	2
K08735	DNA mismatch repair protein MSH2	2	2	2	2	1	0	2	2	2	2	2	2	2	2	2	2	3
K08736	DNA mismatch repair protein MSH3	1	3	3	2	0	0	1	3	2	3	3	3	3	3	1	3	4
K08737	DNA mismatch repair protein MSH6	2	2	2	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K08738	cytochrome c	0	1	1	1	1	0	1	1	0	1	1	1	0	2	1	1	0
K08739	DNA mismatch repair protein MLH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K08740	DNA mismatch repair protein MSH4	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0
K08741	DNA mismatch repair protein MSH5	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	2	2	2	1	2	2	1	2	1	2	1	1	1	1	2	1	1
K08762	diazepam-binding inhibitor (GABA receptor modulator, acyl-CoA-binding protein)	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	0
K08770	ubiquitin C	1	1	0	0	1	0	1	1	0	2	0	1	0	0	1	1	0
K08776	puromycin-sensitive aminopeptidase [EC:3.4.11.-]	0	0	1	1	1	0	0	1	0	3	1	1	3	1	2	0	2
K08790	serine/threonine kinase 38 [EC:2.7.11.1]	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1
K08799	maternal embryonic leucine zipper kinase [EC:2.7.11.1]	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K08818	cell division cycle 2-like [EC:2.7.11.22]	0	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	0
K08819	cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K08827	serine/threonine-protein kinase PRP4 [EC:2.7.11.1]	1	1	2	1	0	0	1	1	2	1	1	1	1	1	1	1	1
K08829	male germ cell-associated kinase [EC:2.7.11.22]	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1
K08832	serine/threonine-protein kinase SRPK3 [EC:2.7.11.1]	0	1	1	1	1	0	1	1	1	1	2	1	1	2	1	1	1
K08835	serine/threonine-protein kinase OSR1/STK39 [EC:2.7.11.1]	2	0	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1
K08838	serine/threonine-protein kinase 24/25/MST4 [EC:2.7.11.1]	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
K08850	aurora kinase, other [EC:2.7.11.1]	1	2	2	2	0	0	0	2	1	2	2	2	2	0	2	2	2
K08851	TP53 regulating kinase and related kinases [EC:2.7.11.1]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K08852	serine/threonine-protein kinase/endoribonuclease IRE1 [EC:2.7.11.1 3.1.26.-]	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0
K08857	NIMA (never in mitosis gene a)-related kinase [EC:2.7.11.1]	2	4	3	3	2	0	3	4	3	3	4	3	3	4	4	4	6
K08866	serine/threonine-protein kinase TTK/MPS1 [EC:2.7.12.1]	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
K08867	WNK lysine deficient protein kinase [EC:2.7.11.1]	0	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	2
K08869	aarF domain-containing kinase	8	10	9	9	3	1	9	11	8	10	10	10	10	4	8	10	7
K08873	serine/threonine-protein kinase SMG1 [EC:2.7.11.1]	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
K08874	transformation/transcription domain-associated protein	1	0	1	2	3	0	2	0	2	0	0	1	1	2	1	0	2
K08876	SCY1-like protein 1	1	1	0	1	0	0	1	1	1	2	1	1	1	1	2	1	1
K08884	serine/threonine protein kinase, bacterial [EC:2.7.11.1]	32	52	44	78	47	27	48	51	29	56	55	63	66	71	48	75	35
K08900	mitochondrial chaperone BCS1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
K08901	photosystem II oxygen-evolving enhancer protein 3	2	2	2	1	0	0	1	2	2	2	1	2	2	2	2	1	1
K08902	photosystem II Psb27 protein	1	2	2	1	1	1	2	2	2	2	2	2	2	2	1	2	1
K08903	photosystem II 13kDa protein	2	2	2	2	1	1	2	2	2	2	2	2	4	2	1	2	2
K08906	cytochrome c6	2	1	1	1	1	2	2	1	1	2	2	1	2	2	0	1	2
K08912	light-harvesting complex II chlorophyll a/b binding protein 1	1	1	1	2	1	0	0	1	1	1	1	1	1	1	1	1	1
K08915	light-harvesting complex II chlorophyll a/b binding protein 4	1	1	1	0	1	0	0	1	2	1	2	1	1	0	1	1	0
K08926	light-harvesting complex 1 alpha chain	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
K08927	light-harvesting complex 1 beta chain	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0
K08928	photosynthetic reaction center L subunit	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
K08929	photosynthetic reaction center M subunit	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0
K08955	ATP-dependent metalloprotease [EC:3.4.24.-]	3	2	2	2	1	1	2	2	3	2	2	2	2	4	3	2	2
K08956	AFG3 family protein [EC:3.4.24.-]	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	2	1
K08963	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	2	5	7	10	4	2	4	4	2	5	3	3	6	2	4	5	5
K08964	methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K08966	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase [EC:3.1.3.87]	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
K08971	putative membrane protein	21	32	32	34	25	10	29	26	15	35	32	22	42	34	43	29	19
K08972	putative membrane protein	3	3	4	4	5	4	4	5	3	5	4	5	5	5	2	4	4
K08973	putative membrane protein	1	2	1	4	2	1	1	1	1	2	2	1	2	3	2	1	1
K08974	putative membrane protein	30	42	43	40	42	19	30	32	17	39	43	24	43	45	41	32	26
K08975	putative membrane protein	40	54	78	61	48	20	47	55	22	62	60	39	69	65	73	45	33
K08976	putative membrane protein	44	52	64	56	40	25	43	46	15	51	55	26	61	59	74	36	42
K08977	putative membrane protein	36	38	52	45	37	17	37	39	18	37	40	20	50	47	48	35	30
K08978	bacterial/archaeal transporter family protein	12	13	22	16	13	4	11	13	6	15	18	6	17	14	24	13	10
K08979	putative membrane protein	25	32	43	35	30	13	33	27	10	38	28	20	42	39	40	29	23
K08981	putative membrane protein	30	47	47	49	43	21	36	38	21	43	48	36	48	48	47	40	27
K08982	putative membrane protein	9	7	9	8	10	4	7	7	2	8	9	4	7	8	12	6	7
K08983	putative membrane protein	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K08988	putative membrane protein	1	3	5	6	2	4	3	1	1	2	2	4	6	3	0	2	1
K08991	crossover junction endonuclease MUS81 [EC:3.1.22.-]	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K08992	putative membrane protein	1	4	3	3	2	5	4	3	1	3	4	4	5	3	4	4	2
K08998	uncharacterized protein	4	10	9	11	9	7	10	15	6	12	8	9	10	7	10	6	6
K08999	uncharacterized protein	32	43	53	55	31	23	42	47	16	55	46	27	47	38	61	39	34
K09000	CRISPR-associated protein Cmr4	1	3	2	3	6	1	1	3	2	3	3	1	3	2	2	2	1
K09001	anhydro-N-acetylmuramic acid kinase [EC:2.7.1.170]	11	16	13	16	12	8	10	11	6	10	12	12	13	14	11	8	10
K09002	CRISPR-associated protein Csm3	0	0	1	2	1	0	0	2	1	1	3	1	1	0	1	1	0
K09003	uncharacterized protein	2	6	5	7	3	0	3	3	2	1	3	1	4	3	2	5	5
K09004	uncharacterized protein	20	20	21	12	10	3	3	14	2	9	10	8	12	8	18	10	12
K09005	uncharacterized protein	44	61	73	74	64	25	56	57	21	59	66	41	74	68	73	49	46
K09006	uncharacterized protein	5	5	5	5	6	1	3	2	3	4	2	3	6	4	6	3	2
K09007	GTP cyclohydrolase I [EC:3.5.4.16]	0	1	1	6	2	0	3	2	1	3	1	3	4	2	3	1	0
K09008	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K09009	uncharacterized protein	1	2	1	1	2	1	1	2	1	2	1	1	1	1	2	1	2
K09011	D-citramalate synthase [EC:2.3.1.182]	23	24	37	29	22	10	23	21	9	27	34	12	36	35	31	21	15
K09012	DeoR family transcriptional regulator, suf operon transcriptional repressor	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
K09013	Fe-S cluster assembly ATP-binding protein	26	33	38	36	23	8	22	25	13	35	30	21	28	20	38	24	20
K09014	Fe-S cluster assembly protein SufB	24	31	39	37	22	6	22	32	7	31	32	17	34	23	39	21	20
K09015	Fe-S cluster assembly protein SufD	20	31	29	37	30	10	25	26	13	30	26	23	37	24	34	27	20
K09017	TetR/AcrR family transcriptional regulator	1	3	4	6	2	0	3	1	1	4	4	4	1	2	3	3	0
K09020	ureidoacrylate peracid hydrolase [EC:3.5.1.110]	0	2	1	2	0	1	0	1	0	5	0	1	2	2	1	1	1
K09022	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]	24	33	40	30	24	13	25	19	17	22	36	18	36	35	26	27	17
K09065	N-acetylornithine carbamoyltransferase [EC:2.1.3.9]	3	7	6	7	3	3	5	4	2	5	5	5	5	3	5	6	5
K09117	uncharacterized protein	3	7	8	12	7	7	8	9	4	7	6	9	9	10	11	5	6
K09118	uncharacterized protein	9	13	18	19	15	11	18	17	9	18	13	18	19	13	14	14	11
K09119	KEOPS complex subunit Cgi121	17	29	31	24	24	6	21	20	8	32	24	12	26	27	32	14	22
K09120	uncharacterized protein	20	29	33	30	25	9	23	26	13	34	28	16	34	28	36	30	20
K09121	uncharacterized protein	22	30	30	34	27	17	29	22	14	28	37	16	34	35	36	24	23
K09122	uncharacterized protein	22	27	28	22	20	11	19	25	6	22	27	16	29	21	31	21	22
K09124	uncharacterized protein	0	0	0	2	1	0	2	0	0	0	1	1	0	0	0	2	0
K09125	uncharacterized protein	18	24	28	31	25	8	21	24	13	29	29	16	26	28	29	20	20
K09127	CRISPR-associated protein Cmr3	1	3	2	5	4	1	1	2	1	1	2	1	2	1	2	1	1
K09131	uncharacterized protein	0	2	1	3	1	1	0	1	0	2	1	2	2	0	3	0	2
K09132	uncharacterized protein	3	3	7	6	6	4	3	5	5	9	4	9	7	3	7	1	1
K09134	uncharacterized protein	26	37	48	43	38	17	33	35	16	42	40	26	37	40	49	33	23
K09136	ribosomal protein S12 methylthiotransferase accessory factor	29	38	40	43	37	18	40	36	15	41	44	31	44	45	47	30	29
K09137	uncharacterized protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
K09138	uncharacterized protein	0	1	1	3	0	0	1	1	1	1	2	1	2	2	0	1	1
K09140	pre-rRNA-processing protein TSR3	22	21	33	30	25	8	21	24	7	30	30	13	32	33	33	24	21
K09141	uncharacterized protein	12	7	9	7	7	1	0	6	1	5	1	4	6	4	9	3	6
K09142	uncharacterized protein	10	18	26	25	21	6	18	18	9	23	21	11	24	19	23	16	15
K09143	uncharacterized protein	2	5	5	5	6	0	3	5	1	5	4	3	11	9	5	7	3
K09144	uncharacterized protein	8	9	15	5	5	1	4	10	8	8	13	5	5	5	9	6	6
K09148	uncharacterized protein	16	22	31	30	20	6	24	24	10	24	29	16	25	28	31	19	15
K09150	uncharacterized protein	31	33	32	34	36	11	24	32	14	39	38	16	31	34	38	24	22
K09152	uncharacterized protein	18	22	27	27	20	7	18	21	14	28	28	13	26	23	28	15	20
K09153	uncharacterized protein	0	0	3	2	0	1	0	1	0	1	1	2	2	0	3	0	0
K09154	uncharacterized protein	20	32	34	28	27	11	27	25	13	31	30	17	28	31	33	23	19
K09156	uncharacterized protein	10	11	14	23	17	7	14	26	10	21	28	14	21	26	23	18	7
K09158	uncharacterized protein	3	5	6	10	6	2	8	8	4	6	6	7	5	6	4	6	3
K09159	antitoxin CptB	0	1	1	2	1	0	1	1	0	1	1	1	1	1	1	1	0
K09162	chlorite dismutase [EC:1.13.11.49]	31	35	37	36	33	14	26	32	14	45	34	26	44	35	52	41	31
K09163	uncharacterized protein	18	26	35	33	23	7	21	26	9	23	27	11	31	36	36	24	18
K09164	uncharacterized protein	15	21	27	25	18	12	17	17	12	23	20	12	19	22	25	15	14
K09165	uncharacterized protein	37	47	60	51	46	17	31	45	15	50	40	25	41	33	57	32	37
K09166	uncharacterized protein	32	39	55	37	33	19	27	29	14	28	31	20	35	37	42	32	21
K09167	uncharacterized protein	26	43	43	41	28	15	31	26	17	37	36	28	37	32	39	27	27
K09181	acetyltransferase	34	41	45	27	32	13	22	27	16	43	37	25	33	45	50	36	29
K09190	uncharacterized protein	21	20	28	20	20	8	14	17	10	15	22	12	14	18	24	21	20
K09258	B-cell CLL/lymphoma protein 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K09272	structure-specific recognition protein 1	0	1	0	1	1	0	1	1	2	1	1	1	1	1	1	1	1
K09284	AP2-like factor, euAP2 lineage	0	1	1	1	0	0	1	1	0	1	1	2	0	0	1	0	1
K09285	AP2-like factor, ANT lineage	1	1	1	1	0	0	0	1	0	2	1	1	1	0	1	1	1
K09291	nucleoprotein TPR	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0
K09384	uncharacterized protein	0	1	0	0	0	3	0	1	0	0	1	0	1	1	0	0	1
K09386	uncharacterized protein	15	26	25	18	18	10	16	22	10	21	23	13	30	25	27	12	14
K09391	transcription factor E2F7/8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K09419	heat shock transcription factor, other eukaryote	1	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0
K09422	myb proto-oncogene protein, plant	0	1	1	1	1	0	1	1	1	1	1	2	1	1	1	0	1
K09424	Myb-like DNA-binding protein REB1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1
K09456	putative acyl-CoA dehydrogenase	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
K09457	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	3	3	5	5	4	1	1	4	1	5	5	7	5	2	5	5	1
K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	13	15	22	31	16	12	16	19	12	20	21	17	19	19	27	18	12
K09461	anthraniloyl-CoA monooxygenase [EC:1.14.13.40]	6	11	10	7	8	4	7	7	4	6	11	9	9	9	7	8	5
K09471	gamma-glutamylputrescine oxidase [EC:1.4.3.-]	0	3	2	4	2	0	1	3	1	1	2	2	0	3	1	1	0
K09472	gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase [EC:1.2.1.-]	1	1	1	5	4	0	2	5	0	3	2	3	1	4	2	2	1
K09480	digalactosyldiacylglycerol synthase [EC:2.4.1.241]	1	1	1	1	2	0	2	1	1	1	2	1	1	2	1	1	1
K09482	glutamyl-tRNA(Gln) amidotransferase subunit D [EC:6.3.5.7]	24	28	39	37	32	10	32	27	13	26	30	15	32	41	38	25	25
K09486	hypoxia up-regulated 1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K09487	heat shock protein 90kDa beta	2	3	2	2	0	0	3	2	1	2	2	2	2	3	3	2	1
K09489	heat shock 70kDa protein 4	2	1	1	1	1	0	2	1	1	1	1	1	2	2	1	1	1
K09490	heat shock 70kDa protein 5	1	1	2	1	0	0	0	1	1	1	1	1	1	2	3	1	1
K09493	T-complex protein 1 subunit alpha	0	2	2	2	2	0	2	2	3	2	2	2	2	1	2	2	3
K09494	T-complex protein 1 subunit beta	2	1	2	1	0	0	1	1	1	2	1	1	2	2	3	1	2
K09495	T-complex protein 1 subunit gamma	2	2	2	2	1	0	1	2	2	2	2	2	2	1	1	2	2
K09496	T-complex protein 1 subunit delta	1	1	1	1	0	0	2	1	2	1	1	1	1	1	1	1	1
K09497	T-complex protein 1 subunit epsilon	1	2	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K09498	T-complex protein 1 subunit zeta	1	2	2	1	2	0	2	2	0	0	2	2	2	2	2	2	2
K09499	T-complex protein 1 subunit eta	1	2	2	3	0	0	1	2	1	2	2	2	1	3	2	2	2
K09500	T-complex protein 1 subunit theta	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K09503	DnaJ homolog subfamily A member 2	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K09510	DnaJ homolog subfamily B member 4	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
K09516	all-trans-retinol 13,14-reductase [EC:1.3.99.23]	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
K09517	DnaJ homolog subfamily B member 11	0	1	1	1	0	0	1	1	1	1	1	2	1	1	1	1	0
K09522	DnaJ homolog subfamily C member 2	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0
K09527	DnaJ homolog subfamily C member 7	1	2	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1
K09528	DnaJ homolog subfamily C member 8	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K09529	DnaJ homolog subfamily C member 9	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
K09531	DnaJ homolog subfamily C member 11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K09539	DnaJ homolog subfamily C member 19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K09540	translocation protein SEC63	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K09548	prefoldin subunit 1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1
K09549	prefoldin subunit 2	1	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1
K09550	prefoldin subunit 4	1	1	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0
K09553	stress-induced-phosphoprotein 1	1	1	2	1	0	0	1	2	1	2	2	1	1	0	2	1	3
K09554	cell division cycle protein 37	2	2	2	2	1	0	2	2	1	2	2	2	2	1	1	2	2
K09562	hsp70-interacting protein	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K09564	peptidyl-prolyl isomerase E (cyclophilin E) [EC:5.2.1.8]	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	1	1
K09571	FK506-binding protein 4/5 [EC:5.2.1.8]	2	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0
K09578	peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [EC:5.2.1.8]	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1
K09584	protein disulfide-isomerase A6 [EC:5.3.4.1]	2	2	2	2	0	0	1	1	2	1	0	2	2	1	1	2	1
K09595	minor histocompatibility antigen H13 [EC:3.4.23.-]	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K09602	ubiquitin thioesterase protein OTUB1 [EC:3.4.19.12]	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
K09607	immune inhibitor A [EC:3.4.24.-]	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K09613	COP9 signalosome complex subunit 5 [EC:3.4.-.-]	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0
K09680	type II pantothenate kinase [EC:2.7.1.33]	1	2	1	3	1	0	1	2	2	3	3	3	2	0	3	2	2
K09684	purine catabolism regulatory protein	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
K09690	lipopolysaccharide transport system permease protein	2	1	1	3	2	1	3	4	3	2	3	4	3	3	1	2	1
K09691	lipopolysaccharide transport system ATP-binding protein	1	1	1	2	5	1	3	3	2	4	2	2	5	6	1	2	1
K09692	teichoic acid transport system permease protein	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
K09693	teichoic acid transport system ATP-binding protein [EC:3.6.3.40]	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K09694	lipooligosaccharide transport system permease protein	1	3	2	4	2	2	2	2	1	3	2	2	5	3	2	2	2
K09695	lipooligosaccharide transport system ATP-binding protein	1	2	2	3	2	1	2	2	1	3	2	1	4	3	3	2	1
K09696	sodium transport system permease protein	0	2	2	3	1	1	1	2	2	3	3	3	2	2	1	4	0
K09697	sodium transport system ATP-binding protein	0	2	3	2	2	1	2	1	2	1	1	1	2	1	2	2	0
K09701	uncharacterized protein	0	0	1	5	1	0	1	2	0	1	1	1	1	3	1	0	0
K09703	uncharacterized protein	10	8	8	1	0	3	1	0	0	0	8	3	1	0	7	3	4
K09705	uncharacterized protein	1	2	2	5	1	0	2	2	1	1	0	3	2	3	2	0	2
K09707	uncharacterized protein	0	0	0	2	1	1	2	1	1	0	2	0	1	1	0	0	0
K09709	3-methylfumaryl-CoA hydratase [EC:4.2.1.153]	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
K09710	ribosome-associated protein	5	11	7	13	9	4	12	11	4	13	11	11	12	10	11	10	8
