KO_ID,Level_a,Level_b,Pathway,Function
K01284,Brite hierarchies,Metabolism,Peptidases and inhibitors ,peptidyl-dipeptidase Dcp [EC:3.4.15.5]
K01410,Brite hierarchies,Genetic information processing,Mitochondrial biogenesis ,mitochondrial intermediate peptidase [EC:3.4.24.59]
K13726,Brite hierarchies,Metabolism,Peptidases and inhibitors ,metallopeptidase MepB [EC:3.4.24.-]
K08602,Brite hierarchies,Metabolism,Peptidases and inhibitors ,oligoendopeptidase F [EC:3.4.24.-]
K08603,Brite hierarchies,Genetic information processing,Chaperones and folding catalysts ,thermolysin [EC:3.4.24.27]
K19351,Brite hierarchies,Metabolism,Peptidases and inhibitors ,zinc metalloproteinase [EC:3.4.24.-]
K01400,Brite hierarchies,Metabolism,Peptidases and inhibitors ,bacillolysin [EC:3.4.24.28]
K20744,Brite hierarchies,Metabolism,Peptidases and inhibitors ,mycolysin [EC:3.4.24.31]
K09607,Brite hierarchies,Metabolism,Peptidases and inhibitors ,immune inhibitor A [EC:3.4.24.-]
K01416,Brite hierarchies,Metabolism,Peptidases and inhibitors ,snapalysin [EC:3.4.24.77]
K13539,Brite hierarchies,Genetic information processing,Chromosome and associated proteins ,leishmanolysin-like peptidase [EC:3.4.24.-]
K01387,Brite hierarchies,Signaling and cellular processes,Bacterial toxins ,microbial collagenase [EC:3.4.24.3]
K01402,Brite hierarchies,Metabolism,Peptidases and inhibitors ,matrix metalloproteinase-8 (neutrophil collagenase) [EC:3.4.24.34]
K01396,Brite hierarchies,Metabolism,Peptidases and inhibitors ,matrix metalloproteinase-10 (stromelysin 2) [EC:3.4.24.22]
K07993,Brite hierarchies,Metabolism,Peptidases and inhibitors ,matrix metalloproteinase-11 (stromelysin 3) [EC:3.4.24.-]
K01413,Brite hierarchies,Metabolism,Peptidases and inhibitors ,matrix metalloproteinase-12 (macrophage elastase) [EC:3.4.24.65]
K07998,Brite hierarchies,Metabolism,Peptidases and inhibitors ,matrix metalloproteinase-19 (RASI) [EC:3.4.24.-]
K07999,Brite hierarchies,Metabolism,Peptidases and inhibitors ,matrix metalloproteinase-20 (enamelysin) [EC:3.4.24.-]
K08000,Brite hierarchies,Metabolism,Peptidases and inhibitors ,matrix metalloproteinase-21 [EC:3.4.24.-]
K08001,Brite hierarchies,Metabolism,Peptidases and inhibitors ,matrix metalloproteinase-23 (CA-MMP) [EC:3.4.24.-]
K08004,Brite hierarchies,Metabolism,Peptidases and inhibitors ,"matrix metalloproteinase-26 (matrilysin-2, endometase) [EC:3.4.24.-]"
K08005,Brite hierarchies,Metabolism,Peptidases and inhibitors ,matrix metalloproteinase-27 [EC:3.4.24.-]
K08006,Brite hierarchies,Metabolism,Peptidases and inhibitors ,matrix metalloproteinase-28 (epilysin) [EC:3.4.24.-]
K07761,Brite hierarchies,Metabolism,Peptidases and inhibitors ,metalloendoproteinase 5-MMP [EC:3.4.24.-]
K19957,Brite hierarchies,Metabolism,Peptidases and inhibitors ,envelysin [EC:3.4.24.12]
K19959,Brite hierarchies,Metabolism,Peptidases and inhibitors ,fragilysin [EC:3.4.24.74]
K08076,Brite hierarchies,Metabolism,Peptidases and inhibitors ,astacin [EC:3.4.24.21]
K08778,Brite hierarchies,Metabolism,Peptidases and inhibitors ,astacin-like metalloendopeptidase [EC:3.4.-.-]
K18542,Brite hierarchies,Metabolism,Peptidases and inhibitors ,choriolysin L [EC:3.4.24.66]
K18543,Brite hierarchies,Metabolism,Peptidases and inhibitors ,choriolysin H [EC:3.4.24.67]
K05502,Brite hierarchies,Signaling and cellular processes,Cytokines and growth factors ,bone morphogenetic protein 1 [EC:3.4.24.19]
K13045,Brite hierarchies,Metabolism,Peptidases and inhibitors ,tolloid [EC:3.4.24.-]
K13046,Brite hierarchies,Metabolism,Peptidases and inhibitors ,tolkin [EC:3.4.24.-]
K09608,Brite hierarchies,Metabolism,Peptidases and inhibitors ,tolloid-like protein 1 [EC:3.4.24.-]
K13047,Brite hierarchies,Metabolism,Peptidases and inhibitors ,tolloid-like protein 2 [EC:3.4.24.-]
K20138,Brite hierarchies,Metabolism,Peptidases and inhibitors ,flavastacin [EC:3.4.24.76]
K20139,Brite hierarchies,Metabolism,Peptidases and inhibitors ,jararhagin [EC:3.4.24.73]
K20745,Brite hierarchies,Metabolism,Peptidases and inhibitors ,bothropasin [EC:3.4.24.49]
K20746,Brite hierarchies,Metabolism,Peptidases and inhibitors ,atrolysin C [EC:3.4.24.42]
K20747,Brite hierarchies,Metabolism,Peptidases and inhibitors ,atroxase [EC:3.4.24.43]
K21897,Brite hierarchies,Metabolism,Peptidases and inhibitors ,trimerelysin I [EC:3.4.24.52]
K20748,Brite hierarchies,Metabolism,Peptidases and inhibitors ,russellysin [EC:3.4.24.58]
K08607,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 1 [EC:3.4.24.-]
K06833,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 2 [EC:3.4.24.-]
K16071,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 7 [EC:3.4.24.-]
K06540,Brite hierarchies,Signaling and cellular processes,CD molecules ,disintegrin and metalloproteinase domain-containing protein 8 [EC:3.4.24.-]
K06834,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 9 [EC:3.4.24.-]
K16067,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 11 [EC:3.4.24.-]
K06835,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 12 [EC:3.4.24.-]
K06836,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 15 [EC:3.4.24.-]
K16909,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 18 [EC:3.4.24.-]
K08608,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 19 [EC:3.4.24.-]
K08609,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 20 [EC:3.4.24.-]
K08610,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 21 [EC:3.4.24.-]
K16068,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 22 [EC:3.4.24.-]
K06837,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 23 [EC:3.4.24.-]
K08611,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 24 [EC:3.4.24.-]
K08612,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 25 [EC:3.4.24.-]
K08613,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 26 [EC:3.4.24.-]
K08614,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 28 [EC:3.4.24.-]
K16069,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 29 [EC:3.4.24.-]
K08615,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 30 [EC:3.4.24.-]
K16070,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 32 [EC:3.4.24.-]
K08616,Brite hierarchies,Metabolism,Peptidases and inhibitors ,disintegrin and metalloproteinase domain-containing protein 33 [EC:3.4.24.-]
K08617,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 1 [EC:3.4.24.-]
K08618,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 2 [EC:3.4.24.14]
K08619,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 3 [EC:3.4.24.-]
K07764,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 4 [EC:3.4.24.82]
K08620,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 5 [EC:3.4.24.-]
K08621,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 6 [EC:3.4.24.-]
K08622,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 7 [EC:3.4.24.-]
K08623,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 8 [EC:3.4.24.-]
K08624,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 9 [EC:3.4.24.-]
K08625,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 10 [EC:3.4.24.-]
K08626,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 12 [EC:3.4.24.-]
K08627,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 13 [EC:3.4.24.87]
K08628,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 14 [EC:3.4.24.-]
K08629,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 15 [EC:3.4.24.-]
K08630,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 16 [EC:3.4.24.-]
K08631,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 17 [EC:3.4.24.-]
K08632,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 18 [EC:3.4.24.-]
K08633,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 19 [EC:3.4.24.-]
K09609,Brite hierarchies,Metabolism,Peptidases and inhibitors ,a disintegrin and metalloproteinase with thrombospondin motifs 20 [EC:3.4.24.-]
K08634,Brite hierarchies,Metabolism,Peptidases and inhibitors ,"ADAM-like, decysin 1 [EC:3.4.24.-]"
K08635,Brite hierarchies,Metabolism,Peptidases and inhibitors ,neprilysin [EC:3.4.24.11]
K01415,Brite hierarchies,Signaling and cellular processes,Exosome ,endothelin-converting enzyme [EC:3.4.24.71]
K07386,Brite hierarchies,Metabolism,Peptidases and inhibitors ,putative endopeptidase [EC:3.4.24.-]
K09610,Brite hierarchies,Metabolism,Peptidases and inhibitors ,endothelin-converting enzyme-like 1 [EC:3.4.24.-]
K06577,Brite hierarchies,Signaling and cellular processes,CD molecules ,Kell blood group glycoprotein [EC:3.4.24.-]
K08636,Brite hierarchies,Metabolism,Peptidases and inhibitors ,phosphate-regulating neutral endopeptidase [EC:3.4.24.-]
K08781,Brite hierarchies,Metabolism,Peptidases and inhibitors ,carboxypeptidase A5 [EC:3.4.17.1]
K08782,Brite hierarchies,Metabolism,Peptidases and inhibitors ,carboxypeptidase A6 [EC:3.4.17.1]
K08637,Brite hierarchies,Metabolism,Peptidases and inhibitors ,carboxypeptidase A4 [EC:3.4.17.-]
K01290,Brite hierarchies,Metabolism,Peptidases and inhibitors ,"carboxypeptidase A, invertebrate [EC:3.4.17.-]"
K08783,Brite hierarchies,Metabolism,Peptidases and inhibitors ,extracellular matrix protein 14 [EC:3.4.17.-]
K07752,Brite hierarchies,Metabolism,Peptidases and inhibitors ,carboxypeptidase D [EC:3.4.17.22]
K01296,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,carboxypeptidase M [EC:3.4.17.12]
K01292,Brite hierarchies,Metabolism,Peptidases and inhibitors ,carboxypeptidase N catalytic subunit [EC:3.4.17.3]
K13023,Brite hierarchies,Metabolism,Peptidases and inhibitors ,carboxypeptidase N regulatory subunit
K23009,Brite hierarchies,Metabolism,Peptidases and inhibitors ,carboxypeptidase O [EC:3.4.17.-]
K05996,Brite hierarchies,Metabolism,Peptidases and inhibitors ,carboxypeptidase T [EC:3.4.17.18]
K08638,Brite hierarchies,Metabolism,Peptidases and inhibitors ,carboxypeptidase X1 [EC:3.4.17.-]
K08639,Brite hierarchies,Metabolism,Peptidases and inhibitors ,carboxypeptidase X2
K13022,Brite hierarchies,Metabolism,Peptidases and inhibitors ,carboxypeptidase Z [EC:3.4.17.-]
K23435,Brite hierarchies,Metabolism,Peptidases and inhibitors ,cytosolic carboxypeptidase protein 1 [EC:3.4.17.24]
K23436,Brite hierarchies,Metabolism,Peptidases and inhibitors ,cytosolic carboxypeptidase protein 4 [EC:3.4.17.24]
K23437,Brite hierarchies,Metabolism,Peptidases and inhibitors ,cytosolic carboxypeptidase protein 2/3 [EC:3.4.17.-]
K23438,Brite hierarchies,Metabolism,Peptidases and inhibitors ,cytosolic carboxypeptidase protein 5 [EC:3.4.17.24]
K01308,Brite hierarchies,Metabolism,Peptidases and inhibitors ,g-D-glutamyl-meso-diaminopimelate peptidase [EC:3.4.19.11]
K08640,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]
K17733,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]
K01407,Brite hierarchies,Metabolism,Peptidases and inhibitors ,protease III [EC:3.4.24.55]
K01411,Brite hierarchies,Metabolism,Peptidases and inhibitors ,nardilysin [EC:3.4.24.61]
K01422,Brite hierarchies,Metabolism,Peptidases and inhibitors ,protease AXL1 [EC:3.4.24.-]
K06972,Brite hierarchies,Metabolism,Peptidases and inhibitors ,presequence protease [EC:3.4.24.-]
K01412,Brite hierarchies,Genetic information processing,Mitochondrial biogenesis ,mitochondrial-processing peptidase subunit alpha [EC:3.4.24.64]
K17732,Brite hierarchies,Genetic information processing,Mitochondrial biogenesis ,mitochondrial-processing peptidase subunit beta [EC:3.4.24.64]
K07263,Brite hierarchies,Metabolism,Peptidases and inhibitors ,zinc protease [EC:3.4.24.-]
K09611,Brite hierarchies,Metabolism,Peptidases and inhibitors ,probable aminopeptidase NPEPL1 [EC:3.4.11.-]
K01268,Brite hierarchies,Genetic information processing,Membrane trafficking ,aminopeptidase I [EC:3.4.11.22]
K01267,Brite hierarchies,Genetic information processing,Membrane trafficking ,aspartyl aminopeptidase [EC:3.4.11.21]
K01273,Brite hierarchies,Signaling and cellular processes,Glycosylphosphatidylinositol (GPI)-anchored proteins ,membrane dipeptidase [EC:3.4.13.19]
K01295,Brite hierarchies,Metabolism,Peptidases and inhibitors ,glutamate carboxypeptidase [EC:3.4.17.11]
K01293,Brite hierarchies,Metabolism,Peptidases and inhibitors ,Gly-Xaa carboxypeptidase [EC:3.4.17.4]
K01274,Brite hierarchies,Metabolism,Peptidases and inhibitors ,beta-Ala-Xaa dipeptidase [EC:3.4.13.-]
K13049,Brite hierarchies,Metabolism,Peptidases and inhibitors ,carboxypeptidase PM20D1 [EC:3.4.17.-]
K14262,Brite hierarchies,Metabolism,Peptidases and inhibitors ,di- and tripeptidase [EC:3.4.-.-]
K01258,Brite hierarchies,Metabolism,Peptidases and inhibitors ,tripeptide aminopeptidase [EC:3.4.11.4]
K13048,Brite hierarchies,Metabolism,Peptidases and inhibitors ,carboxypeptidase Ss1 [EC:3.4.17.-]
K01436,Brite hierarchies,Metabolism,Peptidases and inhibitors ,amidohydrolase [EC:3.5.1.-]
K21613,Brite hierarchies,Metabolism,Peptidases and inhibitors ,N-acetylcysteine deacetylase [EC:3.5.1.-]
K12940,Brite hierarchies,Metabolism,Peptidases and inhibitors ,aminobenzoyl-glutamate utilization protein A
K12941,Brite hierarchies,Metabolism,Peptidases and inhibitors ,aminobenzoyl-glutamate utilization protein B
K14664,Brite hierarchies,Metabolism,Peptidases and inhibitors ,IAA-amino acid hydrolase [EC:3.5.1.-]
K21604,Brite hierarchies,Metabolism,Peptidases and inhibitors ,jasmonoyl-L-amino acid hydrolase [EC:3.5.1.127]
K14665,Brite hierarchies,Metabolism,Peptidases and inhibitors ,amidohydrolase [EC:3.5.1.-]
K23980,Brite hierarchies,Metabolism,Peptidases and inhibitors ,cysteinylglycine-S-conjugate dipeptidase [EC:3.4.13.23]
K20749,Brite hierarchies,Metabolism,Peptidases and inhibitors ,beta-lytic metalloendopeptidase [EC:3.4.24.32]
K21472,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,peptidoglycan LD-endopeptidase LytH [EC:3.4.-.-]
K19304,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,murein DD-endopeptidase [EC:3.4.24.-]
K08259,Brite hierarchies,Metabolism,Peptidoglycan biosynthesis and degradation proteins ,lysostaphin [EC:3.4.24.75]
K01265,Brite hierarchies,Metabolism,Peptidases and inhibitors ,methionyl aminopeptidase [EC:3.4.11.18]
K01271,Brite hierarchies,Metabolism,Peptidases and inhibitors ,Xaa-Pro dipeptidase [EC:3.4.13.9]
K14213,Brite hierarchies,Metabolism,Peptidases and inhibitors ,Xaa-Pro dipeptidase [EC:3.4.13.9]
K01262,Brite hierarchies,Metabolism,Peptidases and inhibitors ,Xaa-Pro aminopeptidase [EC:3.4.11.9]
K18573,Brite hierarchies,Metabolism,Peptidases and inhibitors ,intermediate cleaving peptidase 55 [EC:3.4.11.26]
K08326,Brite hierarchies,Metabolism,Peptidases and inhibitors ,aminopeptidase [EC:3.4.11.-]
K01390,Brite hierarchies,Metabolism,Peptidases and inhibitors ,IgA-specific metalloendopeptidase [EC:3.4.24.13]
K08643,Brite hierarchies,Metabolism,Peptidases and inhibitors ,zinc metalloprotease ZmpB [EC:3.4.24.-]
K08644,Brite hierarchies,Signaling and cellular processes,Bacterial toxins ,tentoxilysin [EC:3.4.24.68]
K06011,Brite hierarchies,Signaling and cellular processes,Bacterial toxins ,botulinum neurotoxin [EC:3.4.24.69]
K01264,Brite hierarchies,Metabolism,Peptidases and inhibitors ,aminopeptidase Y [EC:3.4.11.15]
